2011 Local Government Area Code (LGA),2011 Local Government Area Name (LGA),Usual Resident Population,Score,RankAU,DecileAU,PercentileAU,StateSTATE,RankSTATE,DecileSTATE,PercentileSTATE,Minimum score for SA1s in area,Maximum score for SA1s in area,% Usual Resident Population without a SA1 level score
10050,Albury (C),47851,964.288115,180,4,32,NSW,51,4,34,647.011639,1197.253471,0.000480659
10110,Armidale Dumaresq (A),24121.92784,954.1364775,137,3,25,NSW,32,3,21,711.6063629,1123.282524,0.035610752
10150,Ashfield (A),41216,961.7733895,167,3,30,NSW,45,3,30,812.645174,1129.319082,0
10200,Auburn (C),73744,931.3302332,86,2,16,NSW,12,1,8,738.8209963,1179.353387,0.020069429
10250,Ballina (A),39263.32743,986.2120741,303,6,54,NSW,93,7,61,484.4615353,1127.665641,0.000331098
10300,Balranald (A),2283.865542,968.5894746,207,4,37,NSW,61,4,40,930.9111397,1044.318003,0
10350,Bankstown (C),182366.001,960.8812516,165,3,30,NSW,44,3,29,606.8677083,1135.360035,0.002719805
10470,Bathurst Regional (A),38514.20244,993.858716,339,7,61,NSW,101,7,66,675.5332981,1175.128026,0.02889843
10550,Bega Valley (A),31951.1223,974.0593999,237,5,42,NSW,75,5,49,788.1546287,1109.030882,0.000359091
10600,Bellingen (A),12524.01925,956.6034165,145,3,26,NSW,35,3,23,803.7039985,1043.428991,0
10650,Berrigan (A),8067,964.8741343,184,4,33,NSW,53,4,35,868.1248697,1077.57888,0
10750,Blacktown (C),301124.9957,995.1468084,347,7,62,NSW,102,7,67,571.2032902,1241.076014,0.002819413
10800,Bland (A),5868.056805,996.5688489,356,7,64,NSW,106,7,69,881.9171249,1085.859195,0
10850,Blayney (A),6979.894084,1009.489053,409,8,73,NSW,117,8,76,824.2683353,1144.301279,0
10900,Blue Mountains (C),75930.03422,1029.557332,472,9,84,NSW,130,9,85,793.028875,1176.951442,0.00126478
10950,Bogan (A),2896.53664,959.5289511,156,3,28,NSW,41,3,27,842.0843127,1104.169793,0
11000,Bombala (A),2410.523821,969.5026789,216,4,39,NSW,66,5,43,893.4847905,1029.743004,0.000633322
11050,Boorowa (A),2397,985.1937594,299,6,53,NSW,91,6,60,927.0080857,1093.506971,0
11100,Botany Bay (C),39377.99601,962.3901686,172,4,31,NSW,47,4,31,551.9207067,1104.875425,0.001117274
11150,Bourke (A),2869.998999,923.979666,74,2,14,NSW,9,1,6,798.3004247,1031.846157,0
11200,Brewarrina (A),1766.513948,792.6844357,35,1,7,NSW,1,1,1,567.2308819,980.8674169,0
11250,Broken Hill (C),18521,917.3095405,61,2,11,NSW,6,1,4,812.5727535,1047.332589,0
11300,Burwood (A),32428,956.3603789,144,3,26,NSW,34,3,23,743.7105714,1098.296416,0
11350,Byron (A),29232.85554,967.3866479,197,4,35,NSW,57,4,38,786.3729443,1103.024486,0.001128867
11400,Cabonne (A),12836.24641,1026.797673,464,9,83,NSW,128,9,84,854.2448234,1183.186545,0
11450,Camden (A),56724.0001,1094.051638,552,10,98,NSW,149,10,97,843.709261,1276.408084,0.000370233
11500,Campbelltown (C),145938.2727,968.6081075,208,4,37,NSW,62,5,41,518.5803954,1196.905248,0.005961417
11520,Canada Bay (A),75750.00197,1030.411858,475,9,85,NSW,131,9,86,815.840779,1148.271461,0.000778878
11550,Canterbury (C),137406.206,932.6441211,89,2,16,NSW,13,1,9,547.7573318,1113.129154,0.000232886
11600,Carrathool (A),2579.716616,983.7508219,290,6,52,NSW,87,6,57,923.4967875,1061.628417,0
11700,Central Darling (A),1989,842.5254942,36,1,7,NSW,2,1,2,527.1251415,1017.581608,0
11720,Cessnock (C),50818.04036,972.3012013,228,5,41,NSW,71,5,47,610.7050839,1159.93429,0.016175358
11730,Clarence Valley (A),49680.99701,945.4869107,113,3,21,NSW,22,2,15,741.8075885,1115.487232,0.006763149
11750,Cobar (A),4726.936487,970.6987522,220,4,39,NSW,69,5,45,574.3713265,1104.169793,0
11800,Coffs Harbour (C),68428.003,959.6479496,157,3,28,NSW,42,3,28,631.4186667,1121.327696,0.001256795
11860,Conargo (A),1535,1053.150128,519,10,92,NSW,139,10,91,995.7491859,1075.176209,0
12000,Coolamon (A),4107,999.8196439,367,7,65,NSW,107,7,70,870.704863,1107.952703,0
12050,Cooma-Monaro (A),9767.418097,987.1828445,307,6,55,NSW,94,7,62,843.8713879,1168.840205,0.001417892
12150,Coonamble (A),4039.256335,915.904568,60,2,11,NSW,5,1,4,784.1913952,1122.623307,0
12200,Cootamundra (A),7344.162581,964.5466398,182,4,33,NSW,52,4,34,813.2421813,1108.96119,0
12300,Corowa Shire (A),10997,977.7861915,259,5,46,NSW,82,6,54,876.3495906,1060.480755,0.001454942
12350,Cowra (A),12155.12622,949.5030593,128,3,23,NSW,27,2,18,731.4794936,1100.510988,0.000658159
12500,Deniliquin (A),7125,948.1156004,122,3,22,NSW,26,2,17,729.5947263,1127.597586,0.000701754
12600,Dubbo (C),38825.80561,985.3092149,300,6,54,NSW,92,6,60,555.5858885,1181.556787,0
12700,Dungog (A),8318,1019.528133,445,8,79,NSW,124,9,81,879.8891176,1133.652642,0
12750,Eurobodalla (A),35773.07074,962.0483006,171,4,31,NSW,46,3,30,597.4937462,1104.968373,0.000782712
12850,Fairfield (C),187792.7584,938.4971633,96,2,17,NSW,17,2,12,633.4494644,1202.499016,0.000431327
12900,Forbes (A),9165.3381,960.3585974,162,3,29,NSW,43,3,28,728.8845279,1105.23373,0
12950,Gilgandra (A),4355.264448,945.9373386,115,3,21,NSW,23,2,15,807.1168506,1080.581123,0
13010,Glen Innes Severn (A),8658,943.1309447,106,2,19,NSW,20,2,13,826.0997807,1097.824442,0
13050,Gloucester (A),4867.057338,973.7559491,235,5,42,NSW,73,5,48,863.2267752,1069.907411,0.004725648
13100,Gosford (C),162459.999,1004.160186,389,7,69,NSW,114,8,75,616.0465721,1190.101948,0.007134064
13310,Goulburn Mulwaree (A),27453.40904,970.5682122,219,4,39,NSW,68,5,45,707.9481404,1161.136838,0.02036177
13320,Great Lakes (A),34434.97493,952.6324625,132,3,24,NSW,30,2,20,578.0224637,1098.545308,0.000784087
13340,Greater Hume Shire (A),9814.137229,1009.892858,412,8,73,NSW,118,8,77,906.9189779,1128.112734,0.001528407
13380,Greater Taree (C),46551.06278,941.6171346,103,2,19,NSW,19,2,13,577.54288,1108.624269,0.000150373
13450,Griffith (C),24380.40406,977.1064421,255,5,46,NSW,81,6,53,599.3470085,1146.870775,0.001107447
13500,Gundagai (A),3656.107241,991.8788104,333,6,59,NSW,98,7,64,909.874041,1079.446105,0
13550,Gunnedah (A),12079.001,967.752492,201,4,36,NSW,59,4,39,825.9695149,1123.49294,0
13650,Guyra (A),4393.464511,963.7918289,176,4,32,NSW,50,4,33,799.4982785,1081.217564,0
13660,Gwydir (A),4953.193058,967.5276836,199,4,36,NSW,58,4,38,883.2250038,1076.61487,0
13700,Harden (A),3573.757691,967.2434691,196,4,35,NSW,56,4,37,878.225649,1060.386246,0
13800,Hawkesbury (C),62323.94955,1045.85278,504,9,90,NSW,135,9,88,747.1098513,1217.882565,0.00364226
13850,Hay (A),2939.965291,945.1713493,112,2,20,NSW,21,2,14,864.3941131,1061.628417,0
13950,Holroyd (C),99174.21219,963.1555894,174,4,31,NSW,48,4,32,729.4624617,1289.994882,0.000151249
14000,Hornsby (A),156862.4359,1082.781151,547,10,97,NSW,146,10,95,805.034894,1224.206064,0.001064627
14100,Hunters Hill (A),13221,1077.827806,542,10,96,NSW,144,10,94,826.5276229,1159.817733,0.042281219
14150,Hurstville (C),78827.79396,993.6929111,337,6,60,NSW,99,7,65,734.7175094,1144.595927,0.000444006
14200,Inverell (A),16078.01439,947.1355572,119,3,22,NSW,24,2,16,702.2081672,1108.955033,0
14250,Jerilderie (A),1492,1005.122594,392,7,70,NSW,115,8,75,887.8904052,1143.432918,0
14300,Junee (A),5880.851358,974.0770794,239,5,43,NSW,77,6,51,893.0040288,1163.19878,0.133484074
14350,Kempsey (A),28126.47463,923.5026256,72,2,13,NSW,7,1,5,601.6921707,1097.10045,0.016959111
14400,Kiama (A),19992.79785,1045.885337,505,9,90,NSW,136,9,89,880.1548979,1145.919011,0.000200072
14450,Kogarah (C),55792,1018.388195,444,8,79,NSW,123,8,80,8.28E+02,1160.474974,5.37711E-05
14500,Ku-ring-gai (A),109279.4794,1127.70936,563,10,100,NSW,152,10,99,8.93E+02,1215.421974,2.74525E-05
14550,Kyogle (A),9231.498626,937.4662844,94,2,17,NSW,15,1,10,514.7154346,1041.027121,0
14600,Lachlan (A),6469.683743,958.9325074,154,3,28,NSW,40,3,26,809.0288963,1096.237113,0.008346621
14650,Lake Macquarie (C),188984.9993,1003.071692,385,7,69,NSW,113,8,74,594.7290659,1211.452302,0.005090348
14700,Lane Cove (A),31524,1070.584378,538,10,96,NSW,142,10,93,885.4202738,1216.375507,0
14750,Leeton (A),11014.37487,975.8061333,249,5,45,NSW,80,6,52,810.1650523,1114.674503,0.001906599
14800,Leichhardt (A),52195.98194,1026.612385,463,9,82,NSW,127,9,83,687.9242594,1141.430667,0.001781746
14850,Lismore (C),42770.43057,949.7254216,129,3,23,NSW,28,2,19,6.53E+02,1164.792992,9.35226E-05
14870,Lithgow (C),20142.04009,953.6722771,135,3,24,NSW,31,3,21,684.0752985,1187.950561,0.015738227
14900,Liverpool (C),180172.0712,1002.334512,381,7,68,NSW,111,8,73,464.1338918,1219.525585,0.003091484
14920,Liverpool Plains (A),7489.982364,957.1171338,146,3,26,NSW,36,3,24,665.7032218,1076.925216,0
14950,Lockhart (A),3005.859638,1018.179154,440,8,78,NSW,121,8,79,940.4371653,1138.335947,0.000998051
15050,Maitland (C),67443.29651,1013.839077,427,8,76,NSW,120,8,78,666.872814,1213.132873,0.000207582
15150,Manly (A),39737.00099,1058.267286,524,10,93,NSW,140,10,91,840.3771476,1180.236512,0.000377482
15200,Marrickville (A),76448.42374,968.9467717,211,4,38,NSW,63,5,41,598.7387621,1089.59722,0.000960435
15270,Mid-Western Regional (A),22299.79603,983.6459155,288,6,51,NSW,86,6,56,772.9572525,1149.371619,0
15300,Moree Plains (A),13415.21234,928.5195734,81,2,15,NSW,10,1,7,515.2210041,1138.935754,0.000372711
15350,Mosman (A),27462,1064.791974,531,10,94,NSW,141,10,92,890.0070581,1180.856318,0.000218484
15500,Murray (A),6966,995.326237,348,7,62,NSW,103,7,67,535.2447288,1107.870374,0
15550,Murrumbidgee (A),2262.000994,958.7401425,152,3,27,NSW,38,3,25,893.3508,1074.027443,0
15650,Muswellbrook (A),15789,993.7963538,338,6,60,NSW,100,7,65,706.2024279,1151.813784,0
15700,Nambucca (A),18641.98075,923.5043578,73,2,13,NSW,8,1,6,725.7813292,1050.98388,0.005847018
15750,Narrabri (A),12943.999,966.4551598,193,4,35,NSW,55,4,36,776.6623639,1116.284857,0.001004326
15800,Narrandera (A),5897.481366,948.0479901,121,3,22,NSW,25,2,17,856.2959918,1101.406017,0
15850,Narromine (A),6583.049705,950.8905543,131,3,24,NSW,29,2,19,768.0353699,1099.129822,0
15900,Newcastle (C),148541.7817,965.2892996,186,4,33,NSW,54,4,36,494.7286781,1207.848157,0.007600565
15950,North Sydney (A),62300.1597,1001.771637,379,7,68,NSW,110,8,72,692.2089839,1161.954774,0.000048154
16100,Oberon (A),5026.959607,1006.138212,398,8,71,NSW,116,8,76,816.3805697,1091.445769,0.0019895
16150,Orange (C),38049,984.1808652,292,6,52,NSW,88,6,58,669.6610032,1169.491521,0.004047413
16180,Palerang (A),14345.06062,1109.447546,561,10,100,NSW,151,10,99,943.1356261,1259.937001,0
16200,Parkes (A),14588.69403,957.2495573,148,3,27,NSW,37,3,25,780.9337401,1132.428945,0
16250,Parramatta (C),166935.2157,958.8968801,153,3,28,NSW,39,3,26,649.3689522,1212.527931,0.005942451
16350,Penrith (C),178468.657,1018.246368,441,8,79,NSW,122,8,80,577.2659788,1248.463459,0.004852393
16370,Pittwater (A),57171,1108.90497,560,10,100,NSW,150,10,98,9.52E+02,1181.249869,5.24742E-05
16380,Port Macquarie-Hastings (A),72700.08536,975.4173839,245,5,44,NSW,79,6,52,707.4822245,1138.630037,0.000674002
16400,Port Stephens (A),64778.8196,995.5059876,350,7,62,NSW,104,7,68,610.7044054,1205.077006,0.004059969
16470,Queanbeyan (C),37992.15183,1046.421826,509,10,91,NSW,137,9,89,793.3823941,1260.231639,0.00150031
16550,Randwick (C),129015,980.2451143,271,5,48,NSW,84,6,55,530.7236464,1213.111855,0.025330388
16610,Richmond Valley (A),22057.88784,939.6855044,97,2,18,NSW,18,2,12,730.7887574,1099.263493,0.000181341
16650,Rockdale (C),97291.003,978.0780956,261,5,47,NSW,83,6,54,781.5385694,1133.733856,0.000318663
16700,Ryde (C),103039,1011.530357,417,8,74,NSW,119,8,78,635.1214212,1159.421729,0.014635235
16900,Shellharbour (C),63587,995.5062705,351,7,63,NSW,105,7,69,712.3340514,1205.322037,0.000424615
16950,Shoalhaven (C),92784.28763,969.3077243,213,4,38,NSW,65,5,43,599.2331463,1153.042745,0.003060863
17000,Singleton (A),22726.88316,1047.676534,510,10,91,NSW,138,9,90,755.2830324,1201.615074,0
17050,Snowy River (A),7508.591447,1024.560351,455,9,81,NSW,125,9,82,923.8583722,1110.370096,0.019331303
17100,Strathfield (A),35221.99704,987.4428486,310,6,55,NSW,95,7,62,751.5537717,1172.379746,0.001561524
17150,Sutherland Shire (A),210759.002,1075.843506,541,10,96,NSW,143,10,93,726.6774157,1222.86164,0.000498204
17200,Sydney (C),169522.5953,893.7808722,53,1,10,NSW,4,1,3,495.7332823,1195.408403,0.012650687
17310,Tamworth Regional (A),56339.83094,974.0640017,238,5,43,NSW,76,5,50,646.6952214,1163.590672,0.006425294
17350,Temora (A),5757.730178,968.9484242,212,4,38,NSW,64,5,42,843.6865838,1121.624204,0
17400,Tenterfield (A),6804,936.540859,92,2,17,NSW,14,1,10,531.8231428,1068.994185,0
17420,The Hills Shire (A),169809.9536,1128.849804,564,10,100,NSW,153,10,100,846.3043731,1264.339094,0.000323892
17450,Tumbarumba (A),3364.000986,980.3759411,272,5,49,NSW,85,6,56,892.4911093,1088.159022,0.003864446
17500,Tumut Shire (A),10937.99819,969.7827782,217,4,39,NSW,67,5,44,844.2804012,1117.965736,0.001005669
17550,Tweed (A),85163,967.797602,202,4,36,NSW,60,4,39,725.9121057,1152.191131,0.000352266
17620,Upper Hunter Shire (A),13766.01962,1002.747135,382,7,68,NSW,112,8,73,881.5968347,1162.307139,0
17640,Upper Lachlan Shire (A),7202.985654,1026.495216,462,9,82,NSW,126,9,82,949.9921964,1116.229754,0
17650,Uralla (A),6032.834344,1001.028046,376,7,67,NSW,108,8,71,892.9770257,1110.9895,0
17700,Urana (A),1149.004102,984.5696812,295,6,53,NSW,89,6,58,944.550223,1030.261375,0
17750,Wagga Wagga (C),59460.14767,991.2412627,330,6,59,NSW,97,7,63,612.6035977,1217.378939,0.019424775
17800,Wakool (A),3953.134458,985.0601104,296,6,53,NSW,90,6,59,910.8197684,1060.703364,0
17850,Walcha (A),3033.047946,990.9622395,327,6,58,NSW,96,7,63,884.695381,1082.351399,0
17900,Walgett (A),6451.999406,880.6408106,47,1,9,NSW,3,1,2,742.602487,1078.582383,0.024333542
17950,Warren (A),2751.685144,955.1356821,141,3,25,NSW,33,3,22,817.1014213,1091.593369,0
18000,Warringah (A),140788.999,1078.652957,543,10,97,NSW,145,10,95,763.2280584,1233.204698,0.00070318
18020,Warrumbungle Shire (A),9589.744962,937.4977766,95,2,17,NSW,16,2,11,787.9453038,1063.447737,0
18050,Waverley (A),63504,1001.607111,378,7,67,NSW,109,8,71,7.89E+02,1179.644355,9.44822E-05
18100,Weddin (A),3660.910497,971.3784948,222,4,40,NSW,70,5,46,814.7632942,1083.174388,0
18150,Wellington (A),8500.316234,929.2241323,84,2,15,NSW,11,1,8,722.3989876,1114.592364,0
18200,Wentworth (A),6610,973.9427681,236,5,42,NSW,74,5,49,804.1836928,1108.441046,0.023146747
18250,Willoughby (C),67377.8403,1040.705463,499,9,89,NSW,134,9,88,613.9622558,1190.228842,0.000608509
18350,Wingecarribee (A),44382.86555,1033.916877,482,9,86,NSW,132,9,86,750.2970965,1160.894561,0.000676089
18400,Wollondilly (A),43246.94224,1082.92675,548,10,97,NSW,147,10,96,859.4322367,1253.60102,0.000494854
18450,Wollongong (C),192336.3448,975.3865405,244,5,44,NSW,78,6,51,585.8150013,1237.239269,0.002883264
18500,Woollahra (A),52165,1040.197842,497,9,88,NSW,133,9,87,845.0173848,1202.865518,0.003795648
18550,Wyong (A),149731.999,973.0806709,231,5,41,NSW,72,5,47,613.7626766,1199.863015,0.003179007
18710,Yass Valley (A),15025.39028,1088.037264,551,10,98,NSW,148,10,97,937.5241154,1249.121148,0
18750,Young (A),12238.24231,963.7094572,175,4,31,NSW,49,4,32,776.3801025,1105.013812,0.013564039
19399,Unincorporated NSW,1061,1029.19923,470,9,84,NSW,129,9,84,986.9735814,1081.947859,0
20110,Alpine (S),11891.10442,977.3184134,256,5,46,VIC,33,5,NA,879.4302103,1077.720651,0.000756868
20260,Ararat (RC),11173.96591,966.1268539,192,4,34,VIC,21,3,NA,776.1740993,1113.110294,0.038392815
20570,Ballarat (C),93516.86634,962.0291592,170,4,31,VIC,14,2,NA,637.6892342,1148.91163,0.003528775
20660,Banyule (C),118281.999,1021.381947,449,8,80,VIC,62,8,NA,744.1270161,1191.470911,0.002908304
20740,Bass Coast (S),29637.73379,979.4374146,264,5,47,VIC,34,5,NA,811.3961056,1122.355092,0
20830,Baw Baw (S),42901.81577,1007.711856,402,8,72,VIC,54,7,NA,763.7880652,1152.397054,0.001002289
20910,Bayside (C),91855,1069.410999,535,10,95,VIC,78,10,NA,7.24E+02,1164.299592,4.35469E-05
21010,Benalla (RC),13672.35371,964.8148585,183,4,33,VIC,18,3,NA,654.2438689,1100.683805,0.000219421
21110,Boroondara (C),159134.007,1054.457965,521,10,93,VIC,76,10,NA,775.3538376,1187.989444,0
21180,Brimbank (C),182703,966.6269004,194,4,35,VIC,22,3,NA,749.0561532,1164.579677,0.000311982
21270,Buloke (S),6372.041905,965.9283638,191,4,34,VIC,20,3,NA,891.5817154,1058.76294,0
21370,Campaspe (S),36348.06073,979.4487422,265,5,47,VIC,35,5,NA,751.7475359,1128.568375,0
21450,Cardinia (S),74173.65702,1043.569551,501,9,89,VIC,71,9,NA,838.196857,1190.733557,0.000539275
21610,Casey (C),252347,1033.522587,481,9,86,VIC,69,9,NA,7.56E+02,1210.386134,4.35908E-05
21670,Central Goldfields (S),12495.00767,927.3101246,79,2,14,VIC,2,1,NA,706.2048466,1075.255729,0
21750,Colac-Otway (S),20356.99759,982.3873611,282,5,50,VIC,38,5,NA,782.7343891,1112.666515,0
21830,Corangamite (S),16385.65085,1003.320003,388,7,69,VIC,50,7,NA,826.2683304,1107.797025,0
21890,Darebin (C),136470,957.2583878,149,3,27,VIC,9,2,NA,666.2113535,1194.588906,0.007796585
22110,East Gippsland (S),42208.72471,963.794047,177,4,32,VIC,16,2,NA,610.1488687,1084.802191,0.000162246
22170,Frankston (C),126467,994.2474809,342,7,61,VIC,44,6,NA,746.1164867,1209.937882,0.001771213
22250,Gannawarra (S),10351.72096,965.8499694,190,4,34,VIC,19,3,NA,841.1926462,1099.533267,0
22310,Glen Eira (C),131002,1017.20003,438,8,78,VIC,60,8,NA,825.593943,1155.453498,0
22410,Glenelg (S),19555.29237,975.0938855,243,5,44,VIC,30,4,NA,798.5357651,1098.773595,0
22490,Golden Plains (S),18768,1052.431995,518,10,92,VIC,75,10,NA,945.9584397,1170.940991,0
22620,Greater Bendigo (C),100547.3196,972.2306588,227,5,41,VIC,27,4,NA,654.8438852,1131.628002,0.000377932
22670,Greater Dandenong (C),135581,929.0608425,83,2,15,VIC,3,1,NA,760.5784213,1160.362269,0.002057811
22750,Greater Geelong (C),210919.6034,983.0944442,287,6,51,VIC,40,5,NA,681.9838968,1179.723054,0.007946156
22830,Greater Shepparton (C),60490.58294,964.2173755,179,4,32,VIC,17,3,NA,711.9843138,1133.992361,0
22910,Hepburn (S),14355.55866,973.7120204,234,5,42,VIC,28,4,NA,899.0877103,1062.034129,0
22980,Hindmarsh (S),5799.547136,968.0837912,203,4,36,VIC,23,3,NA,863.7830868,1122.448498,0
23110,Hobsons Bay (C),83866.9596,989.0237855,319,6,57,VIC,43,6,NA,555.6258865,1132.917914,0.000453099
23190,Horsham (RC),19273.16067,975.7462913,248,5,44,VIC,32,4,NA,704.6582342,1116.789989,0
23270,Hume (C),167497,999.181287,364,7,65,VIC,46,6,NA,566.0750517,1205.629313,0.000716431
23350,Indigo (S),15209.07875,1016.074918,434,8,77,VIC,59,8,NA,913.5779743,1122.966627,0
23430,Kingston (C),142471,1021.610255,450,8,80,VIC,63,8,NA,779.5435219,1231.490782,0.002807589
23670,Knox (C),149334.2279,1048.327682,512,10,91,VIC,73,10,NA,832.3623324,1240.227084,0.007982095
23810,Latrobe (C),72392.77092,944.4589214,111,2,20,VIC,7,1,NA,609.2893967,1145.137315,0.003992111
23940,Loddon (S),7460.062349,959.5134125,155,3,28,VIC,10,2,NA,839.4507266,1086.323505,0
24130,Macedon Ranges (S),41842.05061,1061.495799,526,10,94,VIC,77,10,NA,749.4116411,1157.960189,0.000262893
24210,Manningham (C),111311.9916,1069.825393,536,10,95,VIC,79,10,NA,892.2671068,1215.161422,0.000125773
24250,Mansfield (S),7891.897643,1006.112942,397,8,71,VIC,52,7,NA,882.1753579,1095.461392,0.00038078
24330,Maribyrnong (C),71656,941.2705337,102,2,19,VIC,6,1,NA,690.8448074,1107.333638,0.000195378
24410,Maroondah (C),103880,1028.151798,467,9,83,VIC,67,9,NA,756.2009699,1242.806568,0.004447439
24600,Melbourne (C),93607.99324,870.1622057,40,1,8,VIC,1,1,NA,499.4823682,1099.053663,0.021226812
24650,Melton (S),109296,1034.50133,483,9,86,VIC,70,9,NA,811.9126414,1174.011915,0.008335163
24780,Mildura (RC),50997,941.1209621,101,2,18,VIC,5,1,NA,623.999265,1128.750129,0.000254917
24850,Mitchell (S),34620.8231,1013.254128,425,8,76,VIC,56,7,NA,734.3882192,1152.320472,0
24900,Moira (S),28140,974.3547708,240,5,43,VIC,29,4,NA,734.9864404,1133.367873,0.00010661
24970,Monash (C),169268,1013.330195,426,8,76,VIC,57,8,NA,708.1972734,1166.368327,0.004944821
25060,Moonee Valley (C),107469.007,997.6853311,358,7,64,VIC,45,6,NA,492.1532025,1136.489809,0.000102355
